查询日期,Excel代码,匹配Wind代码,证券简称,基本信息查询状态,行情查询状态,缺失指标,缺失字段代码,冲突或校验信息,记录状态,原因,来源会话,原始请求ID
2026-09-11,2305896.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305895.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305894.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305893.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305892.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305891.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305890.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305889.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305888.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305886.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305885.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305884.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305883.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305882.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305881.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305880.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305879.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305878.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305877.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305875.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305874.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305873.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305871.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305870.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305869.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305868.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305867.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305866.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305865.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305864.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305863.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305859.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305857.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305856.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305855.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305854.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305853.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305852.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305850.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305848.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305847.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305846.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305845.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305843.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305842.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305841.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305840.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305838.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305837.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305836.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305835.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305834.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305833.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305832.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305829.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305828.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305827.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305826.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2305825.IB,,,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,bondId;name;issuer;bondType;issueDate;maturityDate;issueAmountYi;couponPct;currency;yieldPct;remainingYears;duration;outstandingBalanceYi;closeNetPrice,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
