查询日期,Excel代码,匹配Wind代码,稳定债券身份,证券简称,发行人,一般/专项分类,发行日期,到期日期,发行规模（亿元）,票面利率（%）,币种,收盘价到期收益率（%）,剩余期限（年）,修正久期（年）,债券余额（亿元）,收盘净价（元）,记录覆盖,字段完整,基本信息查询状态,行情查询状态,缺失指标,冲突或校验信息,记录状态,原因,来源会话,原始请求ID
2026-09-11,2205164.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205163.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205162.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205161.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205160.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205159.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205158.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205157.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205156.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205155.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205154.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205153.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205152.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205151.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205150.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205149.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205148.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205147.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205146.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205145.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205143.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205141.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205140.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205139.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205138.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205137.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205136.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205135.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205134.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205133.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205132.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205131.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205130.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205129.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205128.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205127.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205126.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205125.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205124.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205123.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205122.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205121.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205120.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205119.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205118.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205117.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205116.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205115.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205114.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205113.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205112.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205111.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205110.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205109.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205104.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205103.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205102.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205101.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205100.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205099.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205098.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205097.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205096.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205095.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205094.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205093.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205091.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205090.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205089.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205088.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205087.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205086.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205085.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205084.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205082.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
2026-09-11,2205081.IB,,,,,,,,,,,,,,,,未取得,未完整,pending,pending,稳定债券身份；证券简称；发行人；一般/专项分类；发行日期；到期日期；发行规模（亿元）；票面利率（%）；币种；收盘价到期收益率（%）；剩余期限（年）；修正久期（年）；债券余额（亿元）；收盘净价（元）,,not_returned,该日期未取得此代码或其明确跨市场身份的债券行,,
