code,name,cohort,disposition,_diagnosticBucket,staticSyncStatus,regionId,bondType,issueDate,remainingYears,issueAmountYi,yieldPct,maturityDate,termYears,yieldDate,reason
2671029.IB,26山西债52,on_or_after_20250808,incomplete,missing_required_static,pending,shanxi,,2026-08-20,,,,,,,已取得地方政府债名单，基本信息等待同步
2671030.IB,26宁夏债26,on_or_after_20250808,incomplete,missing_required_static,pending,ningxia,,2026-08-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2671031.IB,26宁夏债27,on_or_after_20250808,incomplete,missing_required_static,pending,ningxia,,2026-08-27,,,,,,,已取得地方政府债名单，基本信息等待同步
2671032.IB,26山东债87,on_or_after_20250808,incomplete,missing_required_static,pending,shandong,,2026-08-21,,,,,,,已取得地方政府债名单，基本信息等待同步
2671033.IB,26山东债88,on_or_after_20250808,incomplete,missing_required_static,pending,shandong,,2026-08-21,,,,,,,已取得地方政府债名单，基本信息等待同步
2671034.IB,26山东债89,on_or_after_20250808,incomplete,missing_required_static,pending,shandong,,2026-08-21,,,,,,,已取得地方政府债名单，基本信息等待同步
2671035.IB,26山东债90,on_or_after_20250808,incomplete,missing_required_static,pending,shandong,,2026-08-21,,,,,,,已取得地方政府债名单，基本信息等待同步
2671036.IB,26山东债91,on_or_after_20250808,incomplete,missing_required_static,pending,shandong,,2026-08-21,,,,,,,已取得地方政府债名单，基本信息等待同步
2671037.IB,26山东债92,on_or_after_20250808,incomplete,missing_required_static,pending,shandong,,2026-08-21,,,,,,,已取得地方政府债名单，基本信息等待同步
2671038.IB,26山东债93,on_or_after_20250808,incomplete,missing_required_static,pending,shandong,,2026-08-21,,,,,,,已取得地方政府债名单，基本信息等待同步
2671039.IB,26山东债94,on_or_after_20250808,incomplete,missing_required_static,pending,shandong,,2026-08-21,,,,,,,已取得地方政府债名单，基本信息等待同步
2671040.IB,26山东债95,on_or_after_20250808,incomplete,missing_required_static,pending,shandong,,2026-08-21,,,,,,,已取得地方政府债名单，基本信息等待同步
2671041.IB,26山东债96,on_or_after_20250808,incomplete,missing_required_static,pending,shandong,,2026-08-21,,,,,,,已取得地方政府债名单，基本信息等待同步
2671042.IB,26山东债97,on_or_after_20250808,incomplete,missing_required_static,pending,shandong,,2026-08-21,,,,,,,已取得地方政府债名单，基本信息等待同步
2671043.IB,26山东债98,on_or_after_20250808,incomplete,missing_required_static,pending,shandong,,2026-08-21,,,,,,,已取得地方政府债名单，基本信息等待同步
2671044.IB,26湖北债66,on_or_after_20250808,incomplete,missing_required_static,pending,hubei,,2026-08-21,,,,,,,已取得地方政府债名单，基本信息等待同步
2671045.IB,26湖北债67,on_or_after_20250808,incomplete,missing_required_static,pending,hubei,,2026-08-21,,,,,,,已取得地方政府债名单，基本信息等待同步
2671046.IB,26湖北债68,on_or_after_20250808,incomplete,missing_required_static,pending,hubei,,2026-08-21,,,,,,,已取得地方政府债名单，基本信息等待同步
2671047.IB,26湖北债69,on_or_after_20250808,incomplete,missing_required_static,pending,hubei,,2026-08-21,,,,,,,已取得地方政府债名单，基本信息等待同步
2671048.IB,26湖北债70,on_or_after_20250808,incomplete,missing_required_static,pending,hubei,,2026-08-21,,,,,,,已取得地方政府债名单，基本信息等待同步
2671049.IB,26新疆债53,on_or_after_20250808,incomplete,missing_required_static,pending,xinjiang,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671050.IB,26新疆债54,on_or_after_20250808,incomplete,missing_required_static,pending,xinjiang,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671051.IB,26新疆债55,on_or_after_20250808,incomplete,missing_required_static,pending,xinjiang,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671052.IB,26新疆债56,on_or_after_20250808,incomplete,missing_required_static,pending,xinjiang,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671053.IB,26新疆债57,on_or_after_20250808,incomplete,missing_required_static,pending,xinjiang,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671054.IB,26新疆债58,on_or_after_20250808,incomplete,missing_required_static,pending,xinjiang,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671055.IB,26四川债54,on_or_after_20250808,incomplete,missing_required_static,pending,sichuan,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671056.IB,26四川债55,on_or_after_20250808,incomplete,missing_required_static,pending,sichuan,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671057.IB,26四川债56,on_or_after_20250808,incomplete,missing_required_static,pending,sichuan,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671058.IB,26四川债57,on_or_after_20250808,incomplete,missing_required_static,pending,sichuan,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671059.IB,26四川债58,on_or_after_20250808,incomplete,missing_required_static,pending,sichuan,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671060.IB,26四川债59,on_or_after_20250808,incomplete,missing_required_static,pending,sichuan,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671061.IB,26四川债60,on_or_after_20250808,incomplete,missing_required_static,pending,sichuan,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671062.IB,26四川债61,on_or_after_20250808,incomplete,missing_required_static,pending,sichuan,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671063.IB,26四川债62,on_or_after_20250808,incomplete,missing_required_static,pending,sichuan,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671064.IB,26四川债63,on_or_after_20250808,incomplete,missing_required_static,pending,sichuan,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671065.IB,26四川债64,on_or_after_20250808,incomplete,missing_required_static,pending,sichuan,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671066.IB,26四川债65,on_or_after_20250808,incomplete,missing_required_static,pending,sichuan,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671067.IB,26河南债62,on_or_after_20250808,incomplete,missing_required_static,pending,henan,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671068.IB,26河南债63,on_or_after_20250808,incomplete,missing_required_static,pending,henan,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671069.IB,26河南债64,on_or_after_20250808,incomplete,missing_required_static,pending,henan,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671070.IB,26河南债65,on_or_after_20250808,incomplete,missing_required_static,pending,henan,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671071.IB,26河南债66,on_or_after_20250808,incomplete,missing_required_static,pending,henan,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671072.IB,26河南债67,on_or_after_20250808,incomplete,missing_required_static,pending,henan,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671073.IB,26河南债68,on_or_after_20250808,incomplete,missing_required_static,pending,henan,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671074.IB,26河南债69,on_or_after_20250808,incomplete,missing_required_static,pending,henan,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671075.IB,26河南债70,on_or_after_20250808,incomplete,missing_required_static,pending,henan,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671076.IB,26河南债71,on_or_after_20250808,incomplete,missing_required_static,pending,henan,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671077.IB,26上海债22,on_or_after_20250808,incomplete,missing_required_static,pending,shanghai,,2026-08-25,,,,,,,已取得地方政府债名单，基本信息等待同步
2671078.IB,26吉林债33,on_or_after_20250808,incomplete,missing_required_static,pending,jilin,,2026-08-26,,,,,,,已取得地方政府债名单，基本信息等待同步
2671079.IB,26吉林债34,on_or_after_20250808,incomplete,missing_required_static,pending,jilin,,2026-08-26,,,,,,,已取得地方政府债名单，基本信息等待同步
2671080.IB,26吉林债35,on_or_after_20250808,incomplete,missing_required_static,pending,jilin,,2026-08-26,,,,,,,已取得地方政府债名单，基本信息等待同步
2671081.IB,26吉林债36,on_or_after_20250808,incomplete,missing_required_static,pending,jilin,,2026-08-26,,,,,,,已取得地方政府债名单，基本信息等待同步
2671082.IB,26吉林债37,on_or_after_20250808,incomplete,missing_required_static,pending,jilin,,2026-08-26,,,,,,,已取得地方政府债名单，基本信息等待同步
2671083.IB,26陕西债49,on_or_after_20250808,incomplete,missing_required_static,pending,shaanxi,,2026-08-31,,,,,,,已取得地方政府债名单，基本信息等待同步
2671084.IB,26陕西债50,on_or_after_20250808,incomplete,missing_required_static,pending,shaanxi,,2026-08-31,,,,,,,已取得地方政府债名单，基本信息等待同步
2671085.IB,26陕西债51,on_or_after_20250808,incomplete,missing_required_static,pending,shaanxi,,2026-08-31,,,,,,,已取得地方政府债名单，基本信息等待同步
2671086.IB,26陕西债52,on_or_after_20250808,incomplete,missing_required_static,pending,shaanxi,,2026-08-31,,,,,,,已取得地方政府债名单，基本信息等待同步
2671087.IB,26陕西债53,on_or_after_20250808,incomplete,missing_required_static,pending,shaanxi,,2026-08-31,,,,,,,已取得地方政府债名单，基本信息等待同步
2671088.IB,26河北债45,on_or_after_20250808,incomplete,missing_required_static,pending,hebei,,2026-08-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2671089.IB,26河北债46,on_or_after_20250808,incomplete,missing_required_static,pending,hebei,,2026-08-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2671090.IB,26河北债47,on_or_after_20250808,incomplete,missing_required_static,pending,hebei,,2026-08-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2671091.IB,26河北债48,on_or_after_20250808,incomplete,missing_required_static,pending,hebei,,2026-08-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2671092.IB,26河北债49,on_or_after_20250808,incomplete,missing_required_static,pending,hebei,,2026-08-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2671093.IB,26河北债50,on_or_after_20250808,incomplete,missing_required_static,pending,hebei,,2026-08-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2671094.IB,26河北债51,on_or_after_20250808,incomplete,missing_required_static,pending,hebei,,2026-08-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2671095.IB,26河北债52,on_or_after_20250808,incomplete,missing_required_static,pending,hebei,,2026-08-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2671096.IB,26河北债53,on_or_after_20250808,incomplete,missing_required_static,pending,hebei,,2026-08-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2671097.IB,26河北债54,on_or_after_20250808,incomplete,missing_required_static,pending,hebei,,2026-08-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2671098.IB,26河北债55,on_or_after_20250808,incomplete,missing_required_static,pending,hebei,,2026-08-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2671099.IB,26河北债56,on_or_after_20250808,incomplete,missing_required_static,pending,hebei,,2026-08-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2671100.IB,26河北债57,on_or_after_20250808,incomplete,missing_required_static,pending,hebei,,2026-08-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2671101.IB,26河北债58,on_or_after_20250808,incomplete,missing_required_static,pending,hebei,,2026-08-28,,,,,,,已取得地方政府债名单，基本信息等待同步
2671102.IB,26福建债24,on_or_after_20250808,incomplete,missing_required_static,pending,fujian,,2026-09-01,,,,,,,已取得地方政府债名单，基本信息等待同步
2671103.IB,26福建债25,on_or_after_20250808,incomplete,missing_required_static,pending,fujian,,2026-09-01,,,,,,,已取得地方政府债名单，基本信息等待同步
2671104.IB,26内蒙古债22,on_or_after_20250808,incomplete,missing_required_static,pending,inner_mongolia,,2026-09-07,,,,,,,已取得地方政府债名单，基本信息等待同步
2671105.IB,26内蒙古债23,on_or_after_20250808,incomplete,missing_required_static,pending,inner_mongolia,,2026-09-11,,,,,,,已取得地方政府债名单，基本信息等待同步
2671106.IB,26内蒙古债24,on_or_after_20250808,incomplete,missing_required_static,pending,inner_mongolia,,2026-09-11,,,,,,,已取得地方政府债名单，基本信息等待同步
2671107.IB,26内蒙古债25,on_or_after_20250808,incomplete,missing_required_static,pending,inner_mongolia,,2026-09-11,,,,,,,已取得地方政府债名单，基本信息等待同步
2671108.IB,26内蒙古债26,on_or_after_20250808,incomplete,missing_required_static,pending,inner_mongolia,,2026-09-11,,,,,,,已取得地方政府债名单，基本信息等待同步
2671109.IB,26辽宁债43,on_or_after_20250808,incomplete,missing_required_static,pending,liaoning,,2026-09-03,,,,,,,已取得地方政府债名单，基本信息等待同步
2671110.IB,26兵团债10,on_or_after_20250808,incomplete,missing_required_static,pending,xpcc,,2026-09-03,,,,,,,已取得地方政府债名单，基本信息等待同步
2671111.IB,26兵团债11,on_or_after_20250808,incomplete,missing_required_static,pending,xpcc,,2026-09-03,,,,,,,已取得地方政府债名单，基本信息等待同步
2671112.IB,26兵团债12,on_or_after_20250808,incomplete,missing_required_static,pending,xpcc,,2026-09-03,,,,,,,已取得地方政府债名单，基本信息等待同步
2671113.IB,26兵团债13,on_or_after_20250808,incomplete,missing_required_static,pending,xpcc,,2026-09-03,,,,,,,已取得地方政府债名单，基本信息等待同步
2671114.IB,26兵团债14,on_or_after_20250808,incomplete,missing_required_static,pending,xpcc,,2026-09-03,,,,,,,已取得地方政府债名单，基本信息等待同步
2671115.IB,26湖北债71,on_or_after_20250808,incomplete,missing_required_static,pending,hubei,,2026-09-07,,,,,,,已取得地方政府债名单，基本信息等待同步
2671116.IB,26湖北债72,on_or_after_20250808,incomplete,missing_required_static,pending,hubei,,2026-09-07,,,,,,,已取得地方政府债名单，基本信息等待同步
2671117.IB,26湖北债73,on_or_after_20250808,incomplete,missing_required_static,pending,hubei,,2026-09-07,,,,,,,已取得地方政府债名单，基本信息等待同步
2671118.IB,26湖北债74,on_or_after_20250808,incomplete,missing_required_static,pending,hubei,,2026-09-07,,,,,,,已取得地方政府债名单，基本信息等待同步
2671119.IB,26湖北债75,on_or_after_20250808,incomplete,missing_required_static,pending,hubei,,2026-09-07,,,,,,,已取得地方政府债名单，基本信息等待同步
2671120.IB,26湖南债39,on_or_after_20250808,incomplete,missing_required_static,pending,hunan,,2026-09-07,,,,,,,已取得地方政府债名单，基本信息等待同步
2671121.IB,26湖南债40,on_or_after_20250808,incomplete,missing_required_static,pending,hunan,,2026-09-07,,,,,,,已取得地方政府债名单，基本信息等待同步
2671122.IB,26新疆债59,on_or_after_20250808,incomplete,missing_required_static,pending,xinjiang,,2026-09-10,,,,,,,已取得地方政府债名单，基本信息等待同步
2671123.IB,26新疆债60,on_or_after_20250808,incomplete,missing_required_static,pending,xinjiang,,2026-09-10,,,,,,,已取得地方政府债名单，基本信息等待同步
2671124.IB,26新疆债61,on_or_after_20250808,incomplete,missing_required_static,pending,xinjiang,,2026-09-10,,,,,,,已取得地方政府债名单，基本信息等待同步
2671125.IB,26新疆债62,on_or_after_20250808,incomplete,missing_required_static,pending,xinjiang,,2026-09-10,,,,,,,已取得地方政府债名单，基本信息等待同步
2671126.IB,26新疆债63,on_or_after_20250808,incomplete,missing_required_static,pending,xinjiang,,2026-09-10,,,,,,,已取得地方政府债名单，基本信息等待同步
2671127.IB,26新疆债64,on_or_after_20250808,incomplete,missing_required_static,pending,xinjiang,,2026-09-10,,,,,,,已取得地方政府债名单，基本信息等待同步
2671128.IB,26吉林债38,on_or_after_20250808,incomplete,missing_required_static,pending,jilin,,2026-09-10,,,,,,,已取得地方政府债名单，基本信息等待同步
2671129.IB,26吉林债39,on_or_after_20250808,incomplete,missing_required_static,pending,jilin,,2026-09-10,,,,,,,已取得地方政府债名单，基本信息等待同步
2671130.IB,26吉林债40,on_or_after_20250808,incomplete,missing_required_static,pending,jilin,,2026-09-10,,,,,,,已取得地方政府债名单，基本信息等待同步
2671131.IB,26吉林债41,on_or_after_20250808,incomplete,missing_required_static,pending,jilin,,2026-09-10,,,,,,,已取得地方政府债名单，基本信息等待同步
2671132.IB,26吉林债42,on_or_after_20250808,incomplete,missing_required_static,pending,jilin,,2026-09-10,,,,,,,已取得地方政府债名单，基本信息等待同步
801001.IB,22北京57,before_20250808,incomplete,missing_required_static,pending,beijing,,2022-07-29,,,,,,,已取得地方政府债名单，基本信息等待同步
801002.IB,22北京58,before_20250808,incomplete,missing_required_static,pending,beijing,,2022-07-29,,,,,,,已取得地方政府债名单，基本信息等待同步
801004.IB,22黑龙江37,before_20250808,incomplete,missing_required_static,pending,heilongjiang,,2022-08-11,,,,,,,已取得地方政府债名单，基本信息等待同步
801005.IB,22四川87,before_20250808,incomplete,missing_required_static,pending,sichuan,,2022-08-17,,,,,,,已取得地方政府债名单，基本信息等待同步
801006.IB,22四川88,before_20250808,incomplete,missing_required_static,pending,sichuan,,2022-08-17,,,,,,,已取得地方政府债名单，基本信息等待同步
801007.IB,22天津71,before_20250808,incomplete,missing_required_static,pending,tianjin,,2022-08-16,,,,,,,已取得地方政府债名单，基本信息等待同步
801008.IB,22天津72,before_20250808,incomplete,missing_required_static,pending,tianjin,,2022-08-16,,,,,,,已取得地方政府债名单，基本信息等待同步
801009.IB,22天津73,before_20250808,incomplete,missing_required_static,pending,tianjin,,2022-08-16,,,,,,,已取得地方政府债名单，基本信息等待同步
801010.IB,22天津74,before_20250808,incomplete,missing_required_static,pending,tianjin,,2022-08-16,,,,,,,已取得地方政府债名单，基本信息等待同步
801011.IB,22天津75,before_20250808,incomplete,missing_required_static,pending,tianjin,,2022-08-16,,,,,,,已取得地方政府债名单，基本信息等待同步
801012.IB,22天津76,before_20250808,incomplete,missing_required_static,pending,tianjin,,2022-08-16,,,,,,,已取得地方政府债名单，基本信息等待同步
801013.IB,22天津77,before_20250808,incomplete,missing_required_static,pending,tianjin,,2022-08-16,,,,,,,已取得地方政府债名单，基本信息等待同步
801014.IB,22天津78,before_20250808,incomplete,missing_required_static,pending,tianjin,,2022-08-16,,,,,,,已取得地方政府债名单，基本信息等待同步
801015.IB,22天津79,before_20250808,incomplete,missing_required_static,pending,tianjin,,2022-08-16,,,,,,,已取得地方政府债名单，基本信息等待同步
809001.IB,22河北69,before_20250808,incomplete,missing_required_static,pending,hebei,,2022-09-09,,,,,,,已取得地方政府债名单，基本信息等待同步
809002.IB,22河北70,before_20250808,incomplete,missing_required_static,pending,hebei,,2022-09-09,,,,,,,已取得地方政府债名单，基本信息等待同步
809003.IB,22河北71,before_20250808,incomplete,missing_required_static,pending,hebei,,2022-09-09,,,,,,,已取得地方政府债名单，基本信息等待同步
809004.IB,22河北72,before_20250808,incomplete,missing_required_static,pending,hebei,,2022-09-09,,,,,,,已取得地方政府债名单，基本信息等待同步
809015.IB,22河北73,before_20250808,incomplete,missing_required_static,pending,hebei,,2022-10-20,,,,,,,已取得地方政府债名单，基本信息等待同步
809016.IB,22河北74,before_20250808,incomplete,missing_required_static,pending,hebei,,2022-10-20,,,,,,,已取得地方政府债名单，基本信息等待同步
809017.IB,22河北75,before_20250808,incomplete,missing_required_static,pending,hebei,,2022-10-20,,,,,,,已取得地方政府债名单，基本信息等待同步
809018.IB,22河北76,before_20250808,incomplete,missing_required_static,pending,hebei,,2022-10-20,,,,,,,已取得地方政府债名单，基本信息等待同步
809019.IB,22河北77,before_20250808,incomplete,missing_required_static,pending,hebei,,2022-10-20,,,,,,,已取得地方政府债名单，基本信息等待同步
809020.IB,22河北78,before_20250808,incomplete,missing_required_static,pending,hebei,,2022-10-20,,,,,,,已取得地方政府债名单，基本信息等待同步
809021.IB,22河北79,before_20250808,incomplete,missing_required_static,pending,hebei,,2022-10-20,,,,,,,已取得地方政府债名单，基本信息等待同步
809022.IB,22河北80,before_20250808,incomplete,missing_required_static,pending,hebei,,2022-10-20,,,,,,,已取得地方政府债名单，基本信息等待同步
809023.IB,22河北81,before_20250808,incomplete,missing_required_static,pending,hebei,,2022-10-20,,,,,,,已取得地方政府债名单，基本信息等待同步
809024.IB,22北京59,before_20250808,incomplete,missing_required_static,pending,beijing,,2022-10-27,,,,,,,已取得地方政府债名单，基本信息等待同步
809025.IB,22北京60,before_20250808,incomplete,missing_required_static,pending,beijing,,2022-10-27,,,,,,,已取得地方政府债名单，基本信息等待同步
809026.IB,22北京61,before_20250808,incomplete,missing_required_static,pending,beijing,,2022-10-27,,,,,,,已取得地方政府债名单，基本信息等待同步
809027.IB,22北京62,before_20250808,incomplete,missing_required_static,pending,beijing,,2022-11-10,,,,,,,已取得地方政府债名单，基本信息等待同步
809028.IB,22北京63,before_20250808,incomplete,missing_required_static,pending,beijing,,2022-11-10,,,,,,,已取得地方政府债名单，基本信息等待同步
809029.IB,22北京64,before_20250808,incomplete,missing_required_static,pending,beijing,,2022-11-10,,,,,,,已取得地方政府债名单，基本信息等待同步
809030.IB,22北京65,before_20250808,incomplete,missing_required_static,pending,beijing,,2022-11-10,,,,,,,已取得地方政府债名单，基本信息等待同步
809031.IB,22北京66,before_20250808,incomplete,missing_required_static,pending,beijing,,2022-12-12,,,,,,,已取得地方政府债名单，基本信息等待同步
809032.IB,23北京01,before_20250808,incomplete,missing_required_static,pending,beijing,,2023-01-31,,,,,,,已取得地方政府债名单，基本信息等待同步
809033.IB,23北京02,before_20250808,incomplete,missing_required_static,pending,beijing,,2023-01-31,,,,,,,已取得地方政府债名单，基本信息等待同步
809034.IB,23北京03,before_20250808,incomplete,missing_required_static,pending,beijing,,2023-01-31,,,,,,,已取得地方政府债名单，基本信息等待同步
809035.IB,23北京04,before_20250808,incomplete,missing_required_static,pending,beijing,,2023-01-31,,,,,,,已取得地方政府债名单，基本信息等待同步
809036.IB,23北京05,before_20250808,incomplete,missing_required_static,pending,beijing,,2023-01-31,,,,,,,已取得地方政府债名单，基本信息等待同步
809037.IB,23北京06,before_20250808,incomplete,missing_required_static,pending,beijing,,2023-01-31,,,,,,,已取得地方政府债名单，基本信息等待同步
809038.IB,23北京07,before_20250808,incomplete,missing_required_static,pending,beijing,,2023-01-31,,,,,,,已取得地方政府债名单，基本信息等待同步
809039.IB,23北京08,before_20250808,incomplete,missing_required_static,pending,beijing,,2023-01-31,,,,,,,已取得地方政府债名单，基本信息等待同步
809040.IB,23安徽01,before_20250808,incomplete,missing_required_static,pending,anhui,,2023-01-31,,,,,,,已取得地方政府债名单，基本信息等待同步
809041.IB,23安徽02,before_20250808,incomplete,missing_required_static,pending,anhui,,2023-01-31,,,,,,,已取得地方政府债名单，基本信息等待同步
809042.IB,23安徽03,before_20250808,incomplete,missing_required_static,pending,anhui,,2023-01-31,,,,,,,已取得地方政府债名单，基本信息等待同步
809043.IB,23安徽04,before_20250808,incomplete,missing_required_static,pending,anhui,,2023-01-31,,,,,,,已取得地方政府债名单，基本信息等待同步
809044.IB,23安徽05,before_20250808,incomplete,missing_required_static,pending,anhui,,2023-01-31,,,,,,,已取得地方政府债名单，基本信息等待同步
809045.IB,23安徽06,before_20250808,incomplete,missing_required_static,pending,anhui,,2023-01-31,,,,,,,已取得地方政府债名单，基本信息等待同步
809046.IB,23辽宁01,before_20250808,incomplete,missing_required_static,pending,liaoning,,2023-02-24,,,,,,,已取得地方政府债名单，基本信息等待同步
809047.IB,23辽宁02,before_20250808,incomplete,missing_required_static,pending,liaoning,,2023-02-24,,,,,,,已取得地方政府债名单，基本信息等待同步
809048.IB,23辽宁03,before_20250808,incomplete,missing_required_static,pending,liaoning,,2023-02-24,,,,,,,已取得地方政府债名单，基本信息等待同步
809049.IB,23辽宁04,before_20250808,incomplete,missing_required_static,pending,liaoning,,2023-02-24,,,,,,,已取得地方政府债名单，基本信息等待同步
809050.IB,23辽宁05,before_20250808,incomplete,missing_required_static,pending,liaoning,,2023-02-24,,,,,,,已取得地方政府债名单，基本信息等待同步
809051.IB,23辽宁06,before_20250808,incomplete,missing_required_static,pending,liaoning,,2023-02-24,,,,,,,已取得地方政府债名单，基本信息等待同步
809052.IB,23辽宁07,before_20250808,incomplete,missing_required_static,pending,liaoning,,2023-02-24,,,,,,,已取得地方政府债名单，基本信息等待同步
809053.IB,23辽宁08,before_20250808,incomplete,missing_required_static,pending,liaoning,,2023-02-24,,,,,,,已取得地方政府债名单，基本信息等待同步
809054.IB,23河北09,before_20250808,incomplete,missing_required_static,pending,hebei,,2023-02-24,,,,,,,已取得地方政府债名单，基本信息等待同步
809055.IB,23河北10,before_20250808,incomplete,missing_required_static,pending,hebei,,2023-02-24,,,,,,,已取得地方政府债名单，基本信息等待同步
809056.IB,23河北11,before_20250808,incomplete,missing_required_static,pending,hebei,,2023-02-24,,,,,,,已取得地方政府债名单，基本信息等待同步
809057.IB,23河北12,before_20250808,incomplete,missing_required_static,pending,hebei,,2023-02-24,,,,,,,已取得地方政府债名单，基本信息等待同步
809058.IB,23河北13,before_20250808,incomplete,missing_required_static,pending,hebei,,2023-02-24,,,,,,,已取得地方政府债名单，基本信息等待同步
809059.IB,23河北14,before_20250808,incomplete,missing_required_static,pending,hebei,,2023-02-24,,,,,,,已取得地方政府债名单，基本信息等待同步
809060.IB,23河北15,before_20250808,incomplete,missing_required_static,pending,hebei,,2023-02-24,,,,,,,已取得地方政府债名单，基本信息等待同步
809061.IB,23河北16,before_20250808,incomplete,missing_required_static,pending,hebei,,2023-02-24,,,,,,,已取得地方政府债名单，基本信息等待同步
809062.IB,23河北17,before_20250808,incomplete,missing_required_static,pending,hebei,,2023-02-24,,,,,,,已取得地方政府债名单，基本信息等待同步
809063.IB,23湖南03,before_20250808,incomplete,missing_required_static,pending,hunan,,2023-02-24,,,,,,,已取得地方政府债名单，基本信息等待同步
809064.IB,23天津06,before_20250808,incomplete,missing_required_static,pending,tianjin,,2023-02-23,,,,,,,已取得地方政府债名单，基本信息等待同步
809065.IB,23天津07,before_20250808,incomplete,missing_required_static,pending,tianjin,,2023-02-23,,,,,,,已取得地方政府债名单，基本信息等待同步
809066.IB,23天津08,before_20250808,incomplete,missing_required_static,pending,tianjin,,2023-02-23,,,,,,,已取得地方政府债名单，基本信息等待同步
809067.IB,23天津09,before_20250808,incomplete,missing_required_static,pending,tianjin,,2023-02-23,,,,,,,已取得地方政府债名单，基本信息等待同步
809068.IB,23天津10,before_20250808,incomplete,missing_required_static,pending,tianjin,,2023-02-23,,,,,,,已取得地方政府债名单，基本信息等待同步
809069.IB,23天津11,before_20250808,incomplete,missing_required_static,pending,tianjin,,2023-02-23,,,,,,,已取得地方政府债名单，基本信息等待同步
809070.IB,23天津12,before_20250808,incomplete,missing_required_static,pending,tianjin,,2023-02-23,,,,,,,已取得地方政府债名单，基本信息等待同步
809071.IB,23天津13,before_20250808,incomplete,missing_required_static,pending,tianjin,,2023-02-23,,,,,,,已取得地方政府债名单，基本信息等待同步
809072.IB,23天津14,before_20250808,incomplete,missing_required_static,pending,tianjin,,2023-02-23,,,,,,,已取得地方政府债名单，基本信息等待同步
809073.IB,23天津15,before_20250808,incomplete,missing_required_static,pending,tianjin,,2023-02-23,,,,,,,已取得地方政府债名单，基本信息等待同步
809074.IB,23天津16,before_20250808,incomplete,missing_required_static,pending,tianjin,,2023-02-23,,,,,,,已取得地方政府债名单，基本信息等待同步
809075.IB,23北京09,before_20250808,incomplete,missing_required_static,pending,beijing,,2023-03-23,,,,,,,已取得地方政府债名单，基本信息等待同步
809076.IB,23北京10,before_20250808,incomplete,missing_required_static,pending,beijing,,2023-03-23,,,,,,,已取得地方政府债名单，基本信息等待同步
809077.IB,23北京11,before_20250808,incomplete,missing_required_static,pending,beijing,,2023-03-23,,,,,,,已取得地方政府债名单，基本信息等待同步
809078.IB,23北京12,before_20250808,incomplete,missing_required_static,pending,beijing,,2023-03-23,,,,,,,已取得地方政府债名单，基本信息等待同步
809079.IB,23北京13,before_20250808,incomplete,missing_required_static,pending,beijing,,2023-04-18,,,,,,,已取得地方政府债名单，基本信息等待同步
