债券简称,成交净价,最新收益率,涨跌,加权收益率,交易量
25山东海运MTN001,100.67,1.7867,-0.48,1.7867,0.22
24津城建MTN028A,100.65,1.5709,-1.91,1.5709,0.22
24贵州高速MTN006,100.56,1.5592,,1.5592,0.22
24广东债80,104.19,1.8077,-0.81,1.8077,0.2
26中铁开投MTN001,99.82,1.745,0.5,1.745,0.2
26建发新兴MTN001B(科创债),100.81,2.29,-2.89,2.29,0.2
26东航租赁SCP003,99.99,1.5204,2.0,1.5204,0.2
24江西债66,106.34,1.8416,,1.8416,0.2
25重庆债12,103.46,1.662,,1.662,0.2
26天成租赁SCP024(绿色),100.0,1.4999,2.98,1.4999,0.2
25光大集团MTN005B,102.12,1.98,,1.98,0.2
23鄂联投MTN006,100.29,1.4654,-0.63,1.4654,0.2
25广州银行永续债01,101.36,,,,0.2
26苏交通SCP004,100.01,1.4398,-2.0,1.4398,0.2
25申迪MTN001,101.22,1.72,0.5,1.72,0.2
26华光环保SCP011,99.98,1.53,,1.53,0.2
25津城建MTN010,100.57,1.57,1.0,1.57,0.2
26中机公司SCP001,100.02,1.5502,1.0,1.5502,0.2
26电网MTN018,102.13,2.255,1.0,2.255,0.2
26鲁国资MTN003,100.02,,,,0.2
25株洲城建PPN001,100.35,1.5699,-2.59,1.5699,0.2
24津城建MTN033,100.9,1.57,1.0,1.5725,0.2
26苏交通MTN001(并购),100.28,1.635,0.75,1.635,0.2
26埇桥城投PPN001,100.01,1.8331,-0.67,1.8316,0.2
25西影集团PPN001A,101.33,2.4314,-1.99,2.4306,0.2
25阳光人寿永续债01,101.94,,,,0.2
25中铝集MTN004,100.96,,,,0.2
25曹妃国控MTN001A,101.3,1.69,,1.6918,0.2
25长寿投资MTN004,100.01,1.6494,,1.6494,0.2
25赣州建投MTN001B,103.3,1.85,,1.85,0.2
24西宁城投MTN001,101.29,1.6507,,1.6507,0.2
24百福投资MTN001,100.76,1.6881,8.65,1.6881,0.2
22电建地产MTN003,100.46,1.9,1.0,1.9,0.2
24青岛金水MTN001,101.1,3.5281,1.46,3.5281,0.2
26宝鸡工发PPN002,100.0,2.3798,-0.01,2.3798,0.2
26长春轨交MTN008B,100.6,2.8,-6.98,2.8,0.2
24水电八局MTN001(科创票据),100.81,,,,0.2
22海宁专项债,101.63,2.8483,1.38,2.8483,0.2
25乌城投MTN003B,104.77,2.29,1.0,2.29,0.2
26中拓MTN003,100.0,,,,0.2
25兴城投资MTN001A,100.52,,,,0.2
24皖投置业PPN001(项目收益),100.58,2.6977,0.07,2.6977,0.2
25晋能装备MTN001(可持续挂钩),100.41,1.533,-2.74,1.533,0.2
26立根租赁MTN001,100.0,1.7889,-2.64,1.7895,0.2
24株国投MTN002,100.76,1.5799,-1.01,1.5837,0.2
26沪电气MTN002(科创债/并购),100.05,1.67,1.0,1.67,0.2
23中燃投资MTN001,100.37,3.0208,0.54,3.0208,0.2
25金华金投MTN001(乡村振兴),100.54,1.6639,,1.6639,0.2
26福耀玻璃SCP001,100.0,1.4899,1.0,1.4899,0.2
26青岛海科MTN001A,101.01,2.7986,,2.7993,0.2
26海通恒信MTN001,100.4,1.7817,0.06,1.7817,0.2
24邮盈惠兴7C,111.49,,,,0.2
26上海大唐SCP001,100.0,1.5403,,1.5403,0.2
26中国建设MTN002,100.09,,,,0.2
24海淀国资MTN001A,100.57,2.5042,0.46,2.5042,0.2
22光大绿环MTN001BC(绿色),100.57,1.5312,-0.87,1.5312,0.2
25平安银行永续债02BC,101.89,,,,0.2
25巨峰科技PPN003,101.39,2.1199,2.28,2.1199,0.2
25财信MTN001,101.02,,,,0.2
25涪陵国资MTN004A,102.27,1.79,-4.0,1.79,0.2
26建发MTN001,100.63,,,,0.2
26温公用MTN001,99.66,1.6622,-0.95,1.6622,0.2
25武金控MTN004,100.88,2.0104,1.0,2.0104,0.2
26兴业银行绿债01A,99.97,1.55,1.0,1.55,0.2
20杭州高新PPN001,100.23,1.4882,,1.4882,0.2
22甘肃债23,104.36,1.31,,1.31,0.2
24光大银行债01,100.5,1.4476,0.01,1.4476,0.2
24晋能煤业MTN012(科创票据),100.71,,,,0.2
25金隅MTN008,100.39,,,,0.2
24东楚投资MTN001,104.75,1.81,,1.81,0.2
25泰兴城投PPN003,101.09,1.6346,-2.59,1.6346,0.2
26广东能源SCP001(绿色),100.01,1.5299,1.09,1.5299,0.2
25国航MTN003,100.4,1.565,-2.5,1.565,0.2
24农行TLAC非资本债01C(BC),104.0,1.9002,-0.22,1.9002,0.2
23电建地产MTN003,100.04,2.43,-1.97,2.43,0.2
26郑州公用MTN002,99.91,2.34,1.0,2.34,0.2
26恒安国际MTN001,100.0,1.8998,-10.02,1.8998,0.2
24海峡银行二级资本债01,102.71,2.2838,-0.56,2.2838,0.2
25动投集团PPN003,100.34,2.5,8.5,2.49,0.2
24南昌轨交MTN001(绿色),100.47,1.5,-0.01,1.5,0.2
24邮政MTN006,100.5,1.515,-0.76,1.515,0.2
26天津53,103.02,2.28,-1.75,2.28,0.2
23中行二级资本债01A,102.92,2.9887,0.14,2.9887,0.2
26渝保税MTN002,99.81,1.84,1.0,1.84,0.2
26太湖新城MTN007,100.17,2.36,-1.47,2.3603,0.2
26潍坊城建MTN001B,101.34,1.8422,-1.26,1.8411,0.2
23国开15,106.76,1.6575,0.5,1.6573,0.2
24建行TLAC非资本债01B,101.31,1.7502,0.14,1.7502,0.2
26云南交投MTN004,100.68,1.76,-2.0,1.76,0.2
26理想汽车MTN002(科创债),99.02,2.1,1.0,2.1,0.2
24江苏港口MTN001,102.73,1.675,0.5,1.675,0.2
25中信银行二级资本债01BC,100.98,1.8658,-0.05,1.8658,0.2
24重庆银行绿色债01,100.56,1.475,-0.5,1.475,0.2
26昌源水务MTN003,100.1,2.0178,1.78,2.0178,0.2
24郑州城发PPN002,101.67,1.781,-0.48,1.781,0.2
23厦门国际银行01,100.28,1.3899,3.0,1.3899,0.2
26徐州新盛MTN005,100.02,1.8269,0.2,1.8272,0.2
26盛京银行CD029,98.36,1.7501,6.01,1.7501,0.2
24建行二级资本债03BC,100.89,1.8431,0.22,1.8431,0.2
24株洲高科MTN004,104.25,1.84,-15.3,1.841,0.2
24诚通建投PPN001,101.12,1.9286,74.51,1.9286,0.2
25招商蛇口MTN001,100.53,1.6509,-2.91,1.6509,0.2
26山东港口MTN004(并购),99.77,1.68,-0.5,1.68,0.2
26太湖新城MTN010,100.28,,,,0.2
26静海城投MTN002,100.0,2.1999,1.0,2.1999,0.2
26广东债20,103.58,2.2325,0.75,2.2325,0.2
23电建地产MTN002,100.36,2.25,-1.0,2.25,0.2
22建德农商行二级资本债券01,102.09,4.4012,1.52,4.4008,0.2
26厦钨SCP002,99.94,1.5399,-1.01,1.5399,0.2
24萍乡创新MTN003,102.81,2.1362,-0.74,2.1357,0.2
26昆明土地PPN002,100.13,2.208,-14.2,2.1999,0.2
26之江城投PPN001A,100.06,1.7379,-3.64,1.7374,0.2
24义乌国资MTN005,101.34,,,,0.2
24任丘经发PPN001,101.14,2.4584,-0.16,2.4589,0.2
26冀中能源MTN017B,100.0,,,,0.2
24大唐山西GN003(乡村振兴),100.63,1.5749,-2.51,1.5749,0.2
23铁道10,119.52,2.2846,-0.04,2.2848,0.2
22苏城投MTN001A,101.31,1.5199,,1.5199,0.2
24京汽集MTN005,100.82,1.4221,-0.79,1.4211,0.2
24中色MTN002,100.65,1.3963,-1.37,1.395,0.2
26长电MTN004,100.2,2.0375,-0.25,2.0375,0.2
24东莞银行01,100.52,1.48,0.25,1.48,0.2
24溧水城建MTN002,100.57,1.5499,,1.5499,0.2
26青岛城投MTN003,100.18,1.8858,1.0,1.8858,0.2
25中原金控MTN002,101.5,2.5254,-1.21,2.5254,0.2
26西岸金融PPN001,101.13,2.2227,-0.68,2.2231,0.2
21中国银行二级04,109.79,2.6871,0.06,2.6869,0.2
22首开PPN001,99.87,3.5451,29.91,3.5472,0.2
25云建投MTN003,100.37,1.58,-4.11,1.58,0.2
24海通恒信MTN003,101.01,2.1552,,2.1552,0.2
26青城租赁PPN001,99.89,2.5278,12.78,2.5267,0.2
24中国平煤MTN005,101.43,2.4899,-0.01,2.4875,0.2
26甬开投SCP001,100.02,1.4496,,1.4496,0.2
26东港投资PPN001,100.06,1.7779,-1.2,1.7764,0.2
25荆门城投PPN003,100.84,2.024,1.61,2.024,0.2
25淮南经发PPN001,101.75,1.804,-3.27,1.8,0.2
26衡阳城投MTN002,101.5,2.0541,-1.0,2.0541,0.2
24鲁中投资PPN001,100.93,4.5608,3.21,4.562,0.2
22武汉生态MTN002,101.72,1.5466,-1.26,1.5466,0.2
25浦发银行科创债01,100.28,1.49,1.0,1.49,0.2
26蓉裕ABN001优先,100.45,,,,0.2
26腾景科技MTN001(科创债),100.03,1.9736,-2.61,1.976,0.2
25兴业银行CD218,98.38,1.4397,0.99,1.4397,0.2
24沈阳地铁MTN006B,104.76,,,,0.2
24附息国债16,100.42,1.1575,-0.09,1.1575,0.2
25淮南矿MTN002,100.81,1.62,1.0,1.62,0.2
25中交房产MTN005B,100.09,3.0,33.79,3.0016,0.2
24甬开投MTN001,101.02,,,,0.2
26亳州城建MTN002,100.14,1.76,-2.0,1.76,0.2
26湖南债13,104.54,2.2775,0.75,2.2763,0.2
24重庆债50,102.26,2.13,3.84,2.1302,0.2
24重南新城PPN004,101.53,1.61,-31.8,1.6122,0.2
26青岛国信MTN008A,99.91,1.87,1.0,1.87,0.2
25桂铁投MTN003,100.62,1.65,-2.0,1.65,0.2
23连云港PPN006,100.46,1.537,-0.87,1.537,0.2
24溧水经开PPN001,100.58,1.5622,0.21,1.5622,0.2
26象屿MTN003,99.77,,,,0.2
25冀中能源MTN004(科创票据),102.04,1.89,-1.63,1.89,0.2
26建设银行CD099,98.55,1.4775,0.1,1.4763,0.2
25广西能源MTN001B,102.23,1.9778,,1.9778,0.2
25科学广州MTN001,100.89,1.6915,-1.29,1.6915,0.2
24衡阳城投PPN002,102.43,1.7792,1.92,1.7792,0.2
25陕煤化MTN004,101.12,,,,0.2
25陕煤化MTN002,101.36,,,,0.2
26渤海化工MTN003,100.28,2.137,,2.137,0.2
24豫能源PPN004,101.8,3.45,,3.45,0.2
25陕文投MTN002,100.81,2.45,,2.4492,0.2
22重庆银行二级,101.18,3.49,0.79,3.49,0.2
23成都银行二级资本债01,103.34,2.8134,0.11,2.8134,0.2
24广发银行永续债02,102.17,,,,0.2
26鲁高速MTN003,100.84,,,,0.2
26四川新网银行CD014,98.66,1.8044,1.43,1.7973,0.2
24建湖城投PPN005,100.71,1.7101,,1.7142,0.2
26漳州交通MTN002,100.0,,,,0.2
24宁波轨交GN001,100.55,,,,0.2
25电网MTN012,100.75,1.7081,0.12,1.7081,0.2
26益阳交投MTN002,99.51,2.0151,-1.01,2.0151,0.2
25水发集团GN017,101.47,2.04,1.0,2.04,0.2
26广东债22,104.39,2.275,0.5,2.275,0.2
24中电投MTN026,100.91,,,,0.2
26海发宝诚SCP006,100.0,1.5104,0.55,1.5104,0.2
22农行二级资本债02B,108.4,2.4611,0.32,2.4611,0.2
26乌建发PPN001,102.29,2.2245,17.95,2.2245,0.2
24四川债44,105.41,1.8292,1.0,1.8292,0.2
25西咸新发PPN003,100.01,3.0969,,3.0963,0.2
21建设银行二级05,100.5,3.3719,0.14,3.3719,0.2
25东楚投资MTN003,103.21,,,,0.2
21湖北债36,119.48,1.7177,0.1,1.7177,0.2
21河北24,110.68,1.5342,,1.5342,0.2
26应流MTN001(科创债),99.27,2.21,,2.21,0.2
25泰安泰山MTN001A,101.45,2.1494,-21.88,2.1494,0.2
24京汽集MTN004,101.55,1.73,1.0,1.73,0.2
25农发清发07,101.35,1.5792,-0.08,1.5796,0.2
25中国电子MTN002(科创债),100.69,1.62,1.0,1.62,0.2
24桂金MTN001,101.69,1.65,1.0,1.65,0.2
25黄石国资MTN001,101.09,1.7812,-0.82,1.7812,0.2
24万盛经开PPN003,105.22,2.1447,-0.53,2.1437,0.2
26浦发银行CD139,98.54,1.483,1.0,1.483,0.2
26浙江机场MTN001,99.88,1.648,-0.1,1.649,0.2
26越秀资本MTN006,99.91,2.32,1.0,2.32,0.2
24汇理汽车债02,100.58,1.51,-1.53,1.51,0.2
24山西建投MTN002B,100.68,,,,0.2
24津渤海MTN006,102.43,2.2018,-14.75,2.2009,0.2
26海淀国资MTN004A,100.21,1.6359,1.59,1.6359,0.2
26华发科技MTN002(科创债),99.94,2.1622,-1.11,2.1622,0.2
26紫金矿业MTN003(并购),99.98,1.6629,0.29,1.6629,0.2
26德泰控股MTN001A,100.48,1.88,-9.07,1.88,0.2
26山西债06,103.55,2.025,0.45,2.025,0.2
26电建新能SCP005,99.98,1.5018,0.16,1.5018,0.2
26泰达城发MTN001,100.83,1.855,-7.5,1.855,0.2
26龙城发展PPN004,100.46,1.88,-3.25,1.88,0.2
24厦国贸控MTN011,100.59,,,,0.2
26合川投资PPN002,102.57,2.19,-1.0,2.1894,0.2
26金川MTN002,100.18,2.27,-2.0,2.27,0.2
26湖交投MTN001,100.48,1.7767,0.01,1.7767,0.2
25兴业银行债01,100.65,1.54,1.0,1.54,0.2
25重庆农商行科创债01,101.02,1.6288,,1.63,0.2
25邮储永续债01BC,100.93,,,,0.2
26海曙广聚MTN003,100.5,1.82,-3.0,1.82,0.2
26山东债78,101.45,2.273,1.0,2.273,0.2
20浦发银行二级02,109.14,2.9929,-0.79,2.9927,0.2
24榆林城投MTN002,102.58,1.71,-4.0,1.7075,0.2
25国开科创01,99.85,1.3323,-4.53,1.3323,0.2
24嘉兴产业MTN001,101.53,1.7115,,1.7115,0.2
25徐州交通MTN003,101.03,1.7704,-0.4,1.7704,0.2
24滨建投MTN009,103.85,2.109,-5.6,2.1095,0.2
25开封国投MTN001,101.15,1.7668,-3.32,1.7703,0.2
25拉萨城投MTN002,100.33,1.65,,1.65,0.2
25首开MTN004B,97.7,3.6454,17.37,3.6447,0.2
25大横琴MTN002,100.71,,,,0.2
25南京银行绿色债01,100.36,1.48,0.5,1.48,0.2
24上海电气MTN002,100.66,1.54,1.0,1.54,0.2
26宝钢MTN004(科创债),99.96,1.5148,1.0,1.5148,0.2
24许昌建投MTN001,100.56,2.8057,,2.8066,0.2
24云投MTN014,101.15,1.61,-1.79,1.61,0.2
26厦国贸控MTN011,100.32,2.3932,-0.68,2.3932,0.2
25浦发银行二级资本债01B,102.95,2.1561,-1.08,2.1581,0.2
26中信银行CD144,98.93,1.4601,-0.23,1.4601,0.2
26建安投资MTN002B,100.54,1.89,-3.8,1.89,0.2
24首都机场MTN004(绿色),100.5,1.49,,1.4921,0.2
24钦州开投MTN001B,85.92,,,,0.2
22泉州城建MTN002B,101.57,1.5357,-1.65,1.5347,0.2
26湖北宏泰MTN001,100.8,1.7,,1.7,0.2
22中煤集团MTN001B,101.48,1.5268,0.68,1.5258,0.2
25中冶MTN001,101.0,,,,0.2
24平度城投MTN001B,102.81,2.13,13.0,2.13,0.2
24中荆PPN001,101.27,4.3606,-1.89,4.361,0.2
25河南债65,101.95,2.278,0.65,2.278,0.2
24皖能股MTN001,102.0,1.675,-1.0,1.675,0.2
26贵州10,104.87,2.2825,0.75,2.2825,0.2
25摩根士丹利PPN001BC,100.03,1.97,1.0,1.97,0.2
23农行二级资本债03A,103.91,2.8367,0.13,2.8367,0.2
26西安高新MTN007,100.13,2.5,29.89,2.4991,0.2
24西部矿业MTN001(可持续挂钩),101.03,1.5004,-1.27,1.5023,0.2
25桐庐投资MTN001,102.37,2.0309,,2.0305,0.2
26济南能源MTN002A,99.91,1.82,-1.0,1.82,0.2
26厦国贸控MTN008,100.18,,,,0.2
23太原国投MTN001,100.22,3.337,,3.337,0.2
26信达投资MTN002A,100.26,2.2731,-4.87,2.2792,0.2
24泉州交通MTN002,100.73,1.4,-15.0,1.401,0.2
21进出10,108.5,1.545,1.0,1.545,0.2
26淮安投资SCP002,100.0,1.5298,,1.5298,0.2
24青岛城投MTN002,102.75,1.7,-1.0,1.7,0.2
24十堰城控PPN003,101.81,1.78,,1.78,0.2
26景德城投CP001,100.05,1.6401,0.01,1.6401,0.2
25抚州投资PPN001,101.27,1.6341,,1.6341,0.2
26华发集团MTN005,99.38,2.9185,-0.03,2.9185,0.2
26榆林能源MTN003,100.03,,,,0.2
22武汉生态MTN003,102.06,1.5522,-1.56,1.5522,0.2
25株洲城建PPN003,103.36,1.9059,-2.17,1.9059,0.2
25一方信锦ABN002优先,100.33,,,,0.2
24镜湖开发MTN001,101.81,1.7,,1.7,0.2
26陕延油MTN001,100.17,,,,0.2
26大足工业PPN007,100.1,1.7099,0.48,1.7125,0.2
24华夏银行永续债02,101.56,,,,0.2
26陕有色GN003,99.79,1.795,-1.0,1.795,0.2
25衡高控股PPN002,102.93,2.3758,-0.32,2.3758,0.2
24开滦MTN004(科创票据),102.74,,,,0.2
24晋能煤业MTN008,102.29,,,,0.2
25长春轨交MTN001A,101.0,,,,0.2
25日照城投MTN002A,101.12,2.0585,,2.0585,0.2
22闽高速MTN001,101.05,1.5301,-1.23,1.5301,0.2
26南电MTN003,100.17,1.7101,1.0,1.7101,0.2
24桂交投MTN015A,101.82,1.73,-4.0,1.73,0.2
26科学城MTN005B,99.96,1.8181,-0.19,1.8181,0.2
24越秀交通MTN005,100.1,1.4999,-1.01,1.4999,0.2
25南昌经开MTN003,102.14,1.9,-7.47,1.905,0.2
24娄底城发MTN001,102.94,1.86,12.75,1.855,0.2
26中联重科MTN001(科创债),100.18,1.88,-2.26,1.88,0.2
25京城投MTN002,100.33,1.8669,-5.45,1.8669,0.2
25保利置业MTN002,100.94,2.4648,0.98,2.4648,0.2
25中冶MTN003,101.1,,,,0.2
24溧阳高新MTN001,100.57,1.5718,,1.5718,0.2
19工商银行二级04,107.81,3.5019,0.08,3.5019,0.2
26河南债11,103.64,2.2375,-1.25,2.2375,0.2
25平安租赁MTN009,101.36,1.69,-4.1,1.69,0.2
25安徽债81,101.58,2.2275,-0.25,2.2275,0.2
25鲁高速MTN008,101.25,,,,0.2
25湖北债55,99.06,2.1003,-3.97,2.1003,0.2
21川高速MTN007,100.04,1.4805,-1.92,1.4805,0.2
24振湘国资PPN001,100.79,1.9169,-2.31,1.9196,0.2
24临沂商城PPN002,101.62,3.2304,0.27,3.2311,0.2
26兴业资产SCP004,99.99,1.4859,1.0,1.4859,0.2
26中建六局MTN001(可持续挂钩),100.06,,,,0.2
26津城建MTN016,100.52,2.58,-1.0,2.58,0.2
26金融资本MTN002,100.09,1.93,1.0,1.93,0.2
25威海高新MTN001,102.54,1.98,-6.0,1.98,0.2
19农业银行二级01,107.13,3.4353,0.56,3.4353,0.2
25闽西兴杭MTN004,100.73,1.64,1.0,1.64,0.2
26苏州高新SCP019,100.01,1.5099,1.22,1.5099,0.2
25五矿证券CP004,100.03,1.5297,,1.5297,0.2
24渝江北嘴MTN001,103.0,1.75,-3.0,1.75,0.2
24东莞银行二级资本债01,102.49,2.2619,-0.27,2.2619,0.2
21广东债37,124.22,1.89,-5.0,1.89,0.2
26鲁能源MTN002(科创债),100.0,,,,0.2
24上饶国资MTN001,103.03,1.84,-8.32,1.84,0.2
22海江投资MTN002,102.03,1.5511,-1.2,1.5511,0.2
25吴中交投MTN001,101.04,1.6432,0.32,1.6432,0.2
26中化股MTN007,101.42,2.175,-2.28,2.1755,0.2
22宜宾发展PPN001,101.09,1.5399,-0.01,1.5399,0.2
26开源证券CP002,100.0,1.4818,,1.4818,0.2
26淮安新城MTN006,100.13,1.6318,-2.53,1.6318,0.2
26苏农垦SCP013,100.0,1.4824,0.43,1.4824,0.2
23绍兴高新MTN002,100.27,1.55,4.92,1.55,0.2
26信达投资MTN002B,100.42,2.5384,0.01,2.5384,0.2
23邢台银行永续债01,102.75,,,,0.2
17鄂州管廊债,15.57,1.6599,,1.6748,0.2
26苏交通SCP005,100.0,1.4701,1.0,1.4701,0.2
26东北电力SCP004,99.96,1.56,5.01,1.56,0.2
26建行永续债01BC,100.36,,,,0.2
25通泰MTN002A,104.5,2.15,-4.86,2.1508,0.2
24豫航空港MTN016,102.55,1.79,-1.17,1.7911,0.2
26晋能电力MTN003,100.19,,,,0.2
23三峡平湖PPN001,100.56,3.433,2.92,3.433,0.2
25中化股MTN004,101.13,2.1244,-1.31,2.1247,0.2
24广发银行二级资本债01A,101.44,1.9708,-0.24,1.9716,0.2
26武清国资CP001,100.02,1.59,-10.28,1.59,0.2
25知识城SCP007,100.0,1.4989,1.0,1.4989,0.2
24中行永续债02BC,101.5,,,,0.2
21四川债71,100.34,0.9198,13.97,0.9198,0.2
21江苏债22,100.24,0.9196,15.94,0.9196,0.2
24湖南债60,104.19,2.151,-0.15,2.151,0.2
23鄂联投MTN004,100.03,1.4984,1.0,1.4984,0.2
26兴业银行CD143,99.64,1.44,0.49,1.44,0.2
24海宁城投MTN001,100.57,2.4491,-0.11,2.4502,0.2
25江津园区PPN003,100.86,1.7928,-4.66,1.7903,0.2
25宁波银行永续债01,101.84,,,,0.2
25建行小微债01BC,100.65,1.5225,1.25,1.5225,0.2
26攀钢集MTN004,100.14,1.77,-1.5,1.77,0.2
24豫航空港MTN002,100.58,1.5501,1.0,1.5501,0.2
26长春轨交MTN001,101.16,,,,0.2
26象屿股份MTN001,100.9,,,,0.2
26淮河能源MTN002(并购/专项乡村振兴),100.99,1.78,,1.78,0.2
25晋能装备MTN004,100.76,,,,0.2
26四川27,104.82,2.275,1.0,2.275,0.2
24萧山农商行二级资本债01,101.43,2.0521,-0.25,2.0521,0.2
25国安实业MTN001,100.21,2.2004,-0.09,2.2004,0.2
23汉口银行二级资本债01,105.45,3.8659,0.39,3.8659,0.2
25嘉善国投MTN001,101.92,1.7483,,1.7492,0.2
24湖北银行永续债01,101.87,,,,0.2
24济南轨交MTN002,102.02,1.685,-2.5,1.685,0.2
26银河证券CP006,99.99,1.4799,1.01,1.4799,0.2
26深圳地铁MTN007B,101.12,2.37,-0.5,2.37,0.2
25潞安MTN006A,100.51,,,,0.2
25赣国资MTN002(科创债),100.16,1.61,-2.0,1.6117,0.2
24电网MTN001,100.56,1.5151,-1.81,1.5151,0.2
26江苏债11,102.31,2.0251,-0.49,2.0251,0.2
25百福投资MTN001,105.82,2.6244,,2.6249,0.2
26凤城河PPN002,100.16,1.7521,-3.79,1.7521,0.2
25中交城投MTN003,100.43,1.6922,-0.56,1.6922,0.2
25昆明土地SCP005,100.01,2.3993,,2.3845,0.2
25上饶国资PPN001,101.53,1.64,0.4,1.642,0.2
25上海农商01,100.33,1.515,-1.5,1.515,0.2
24杭金投MTN001A,100.61,1.5452,-1.48,1.5452,0.2
25中国通用CP001,100.04,1.4802,-0.49,1.4802,0.2
24闽漳龙MTN004,101.4,1.7407,-6.46,1.7407,0.2
25吉林高速MTN001,100.61,1.8287,-1.79,1.8287,0.2
24安徽债72,103.79,1.615,0.03,1.615,0.2
23湖北债103,108.93,1.525,1.0,1.525,0.2
25电网MTN015,102.27,1.9775,-3.25,1.9775,0.2
26新希望CP001(科创债),100.04,1.7699,1.0,1.7699,0.2
26重庆债33,101.64,2.247,0.2,2.247,0.2
24晋能煤业MTN013,101.09,1.585,-0.5,1.585,0.2
22南电MTN003,101.52,1.5225,1.0,1.5225,0.2
25中信银行科创债,100.27,1.495,0.21,1.495,0.2
23泰交通MTN002,100.21,1.58,,1.58,0.2
25交行TLAC非资本债01A(BC),100.42,1.6306,1.0,1.6306,0.2
24国丰集团MTN002A,100.56,1.53,-0.01,1.53,0.2
24山东债18,104.36,1.407,,1.407,0.2
24华发集团MTN013,98.87,3.09,2.0,3.09,0.2
23晋城国资MTN003,100.36,1.53,1.47,1.53,0.2
26福建债12,100.06,1.6,2.05,1.6,0.2
26湖南32,99.82,1.77,0.4,1.77,0.2
26沪港务MTN002,100.15,1.6325,-0.25,1.6325,0.2
24南航集MTN002,100.6,1.53,-1.0,1.53,0.2
25国航MTN007,100.23,1.605,0.5,1.605,0.2
25惠元10C,41.19,,,,0.1996
24天津银行二级资本债01,102.5,2.3891,-0.01,2.3891,0.19
26臻金3C,103.09,,,,0.184
25中电投MTN017,100.51,,,,0.18
24华润MTN008,100.73,,,,0.18
24滨湖建设MTN003,100.53,1.5674,-0.25,1.5674,0.18
24东裕4号ABN005次,100.3,,,,0.18
24青岛海科MTN001,99.98,2.5002,-5.0,2.5052,0.18
26中交建筑MTN002,100.15,1.7724,-0.26,1.7724,0.18
26橙益6C,105.28,,,,0.1792
21镜湖建设PPN002,100.22,1.6057,-0.92,1.6057,0.176
24黄海金融MTN001,100.64,1.603,,1.603,0.174
25滁州城投MTN001,100.96,1.9679,-0.19,1.9679,0.17
25上海城开MTN001,100.41,1.7445,1.06,1.7445,0.17
25中交投MTN002B,100.69,,,,0.16
25苏州高新MTN003,100.39,,,,0.16
25华润电力MTN004,100.75,,,,0.16
24天泰实业PPN001,100.92,3.4044,3.67,3.4034,0.16
24蔡家建设PPN002,103.28,2.1848,20.71,2.1842,0.16
25滨江房产MTN001,100.82,2.2364,0.11,2.2364,0.16
24滨江城建PPN004,102.07,1.6992,-6.25,1.6992,0.16
23附息国债02,102.04,1.09,1.0,1.09,0.15
25知识城MTN006,101.34,,,,0.15
24潞安MTN003,101.92,1.7393,2.43,1.7393,0.15
24福建漳州MTN001,100.69,,,,0.15
23盐城城南MTN003,100.5,1.5084,0.19,1.5084,0.15
25遂川鑫建PPN001B,102.7,2.27,,2.27,0.15
24环球租赁MTN001,100.97,1.6018,-2.82,1.6018,0.15
25武进经发MTN007,101.05,1.6549,-1.71,1.6549,0.15
26中航租赁MTN001,100.44,1.7016,-1.62,1.7016,0.15
24中交房产MTN001,100.05,2.5589,-0.12,2.5589,0.15
21德阳经开MTN001,100.34,1.5931,,1.5931,0.14
25国贸资本MTN001,100.38,,,,0.14
25中铁建投MTN002B,101.16,,,,0.14
25中交投MTN001A,100.49,,,,0.14
25国贸地产MTN002,100.5,2.2899,,2.2899,0.14
25厦国贸控MTN004,101.23,,,,0.14
24昌阳投资MTN001,101.0,1.629,-2.11,1.6245,0.14
25恒丰银行CD379,98.4,1.4477,-0.23,1.4437,0.14
26建发地产MTN003,99.25,2.6698,18.17,2.6707,0.14
26睿新ABN003次优先,100.0,,,,0.13
24兴创投资MTN003,100.49,2.0159,,2.0159,0.13
26陕西建工CP005,98.72,5.6333,-1.17,5.6333,0.12
26中交一公MTN001A,100.07,,,,0.12
26吴中国太SCP004,99.99,1.5239,,1.5239,0.12
22西湖城投PPN001,100.18,1.5365,1.27,1.5365,0.117
26亚投行债01BC(可持续),100.34,1.56,1.0,1.56,0.1
26广发银行债01BC,99.98,1.575,0.5,1.575,0.1
26华电股MTN001(并购),100.11,1.725,-1.03,1.725,0.1
26苏交通MTN004,100.11,1.725,-0.5,1.725,0.1
26武汉城建MTN002,100.14,1.81,-1.0,1.81,0.1
26东莞银行二级资本债01,100.35,1.9201,-0.51,1.9201,0.1
25建设银行CD392,98.38,1.4345,-0.28,1.4345,0.1
25青岛西海MTN002,101.35,1.645,-1.5,1.645,0.1
26江西40,100.0,2.28,0.76,2.28,0.1
25淮南矿MTN001,101.08,1.6025,-1.67,1.6025,0.1
26湖南债04,103.37,2.235,0.75,2.235,0.1
26合肥高新MTN001,100.52,1.7013,-3.87,1.7013,0.1
25晋城国资CP001,100.03,1.5502,,1.5502,0.1
26江铜股份MTN002A(并购),100.35,2.1009,0.18,2.1009,0.1
23四川港投MTN001,100.2,1.5299,,1.5299,0.1
26平安租赁MTN011,100.87,1.8925,-1.1,1.8925,0.1
26萍乡国盛MTN001B,101.17,2.13,,2.13,0.1
26法农银行债01B(BC),100.06,1.8475,1.0,1.8475,0.1
25西安高新CP010,100.01,1.8012,6.08,1.8012,0.1
